ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Faturamento,Status_Entrega,Mes
1424,2026-03-26 09:00:00,Mouse Vertical,Acessórios,238.15,4,127,Rio de Janeiro,RJ,952.6,Rápida,2026-03
1425,2026-03-27 18:00:00,Headset 7.1,Acessórios,800.0,4,125,Fortaleza,CE,3200.0,Normal,2026-03
1426,2026-03-27 20:00:00,Headset 7.1,Acessórios,800.0,6,110,São Paulo,SP,4800.0,Rápida,2026-03
1427,2026-03-27 13:00:00,Laptop Gamer,Eletrônicos,7500.0,3,104,Belo Horizonte,MG,22500.0,Rápida,2026-03
1428,2026-03-27 22:00:00,SSD 1TB,Hardware,600.0,2,117,Belo Horizonte,MG,1200.0,Rápida,2026-03
1429,2026-03-27 10:00:00,Laptop Gamer,Eletrônicos,7500.0,6,120,Curitiba,PR,45000.0,Normal,2026-03
1430,2026-03-28 06:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,127,Curitiba,PR,14000.0,Normal,2026-03
1431,2026-03-28 02:00:00,Headset 7.1,Acessórios,800.0,7,123,Fortaleza,CE,5600.0,Normal,2026-03
1432,2026-03-28 17:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,139,Rio de Janeiro,RJ,2800.0,Rápida,2026-03
1433,2026-03-28 06:00:00,Teclado Mecânico,Acessórios,538.99,5,134,Fortaleza,CE,2694.95,Normal,2026-03
1434,2026-03-28 13:00:00,Headset 7.1,Acessórios,800.0,3,109,São Paulo,SP,2400.0,Rápida,2026-03
1435,2026-03-29 19:00:00,Placa de Vídeo,Hardware,4500.0,2,118,Belo Horizonte,MG,9000.0,Rápida,2026-03
1436,2026-03-29 11:00:00,Cadeira Gamer,Móveis,1200.0,6,116,Belo Horizonte,MG,7200.0,Rápida,2026-03
1437,2026-03-29 16:00:00,SSD 1TB,Hardware,600.0,4,147,Porto Alegre,RS,2400.0,Normal,2026-03
1438,2026-03-29 21:00:00,Cadeira Gamer,Móveis,1200.0,3,102,Porto Alegre,RS,3600.0,Normal,2026-03
1439,2026-03-29 10:00:00,SSD 1TB,Hardware,600.0,6,127,Belo Horizonte,MG,3600.0,Rápida,2026-03
1440,2026-03-30 15:00:00,SSD 1TB,Hardware,600.0,2,141,Rio de Janeiro,RJ,1200.0,Rápida,2026-03
1441,2026-03-30 20:00:00,Laptop Gamer,Eletrônicos,7500.0,5,121,Fortaleza,CE,37500.0,Normal,2026-03
1442,2026-03-30 18:00:00,Teclado Mecânico,Acessórios,510.33,4,147,Fortaleza,CE,2041.32,Normal,2026-03
1443,2026-03-30 20:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,146,Rio de Janeiro,RJ,2800.0,Rápida,2026-03
1444,2026-03-30 14:00:00,Placa de Vídeo,Hardware,4500.0,2,108,Curitiba,PR,9000.0,Normal,2026-03
1445,2026-03-31 22:00:00,Headset 7.1,Acessórios,800.0,3,103,Rio de Janeiro,RJ,2400.0,Rápida,2026-03
1446,2026-03-31 00:00:00,Teclado Mecânico,Acessórios,524.74,3,134,Porto Alegre,RS,1574.22,Normal,2026-03
1447,2026-03-31 22:00:00,Mouse Vertical,Acessórios,240.82,2,124,Fortaleza,CE,481.64,Normal,2026-03
1448,2026-03-31 21:00:00,Cadeira Gamer,Móveis,1200.0,4,110,Curitiba,PR,4800.0,Normal,2026-03
1449,2026-03-31 22:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,130,Porto Alegre,RS,11200.0,Normal,2026-03
1450,2026-04-01 07:00:00,Cadeira Gamer,Móveis,1200.0,6,148,Curitiba,PR,7200.0,Normal,2026-04
1451,2026-04-01 12:00:00,Cadeira Gamer,Móveis,1200.0,1,133,Fortaleza,CE,1200.0,Normal,2026-04
1452,2026-04-01 11:00:00,Headset 7.1,Acessórios,800.0,4,134,Porto Alegre,RS,3200.0,Normal,2026-04
1453,2026-04-01 09:00:00,Cadeira Gamer,Móveis,1200.0,1,115,São Paulo,SP,1200.0,Rápida,2026-04
1454,2026-04-01 02:00:00,Laptop Gamer,Eletrônicos,7500.0,7,143,São Paulo,SP,52500.0,Rápida,2026-04
1455,2026-04-02 18:00:00,Teclado Mecânico,Acessórios,503.94,1,110,Belo Horizonte,MG,503.94,Rápida,2026-04
1456,2026-04-02 12:00:00,Placa de Vídeo,Hardware,4500.0,4,111,Curitiba,PR,18000.0,Normal,2026-04
1457,2026-04-02 13:00:00,Cadeira Gamer,Móveis,1200.0,5,112,Porto Alegre,RS,6000.0,Normal,2026-04
1458,2026-04-02 19:00:00,Cadeira Gamer,Móveis,1200.0,4,106,Porto Alegre,RS,4800.0,Normal,2026-04
1459,2026-04-02 22:00:00,Teclado Mecânico,Acessórios,526.48,2,143,São Paulo,SP,1052.96,Rápida,2026-04
1460,2026-04-03 12:00:00,Cadeira Gamer,Móveis,1200.0,7,107,Curitiba,PR,8400.0,Normal,2026-04
1461,2026-04-03 14:00:00,Mouse Vertical,Acessórios,230.89,6,108,Porto Alegre,RS,1385.34,Normal,2026-04
1462,2026-04-03 14:00:00,Mouse Vertical,Acessórios,237.22,6,140,Fortaleza,CE,1423.32,Normal,2026-04
1463,2026-04-03 18:00:00,SSD 1TB,Hardware,600.0,1,142,Rio de Janeiro,RJ,600.0,Rápida,2026-04
1464,2026-04-03 13:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,148,São Paulo,SP,16800.0,Rápida,2026-04
1465,2026-04-04 02:00:00,Teclado Mecânico,Acessórios,510.39,3,137,Porto Alegre,RS,1531.17,Normal,2026-04
1466,2026-04-04 16:00:00,Headset 7.1,Acessórios,800.0,3,119,Porto Alegre,RS,2400.0,Normal,2026-04
1467,2026-04-04 19:00:00,Mouse Vertical,Acessórios,227.47,6,103,Belo Horizonte,MG,1364.82,Rápida,2026-04
1468,2026-04-04 11:00:00,Laptop Gamer,Eletrônicos,7500.0,5,107,São Paulo,SP,37500.0,Rápida,2026-04
1469,2026-04-04 07:00:00,Laptop Gamer,Eletrônicos,7500.0,1,148,São Paulo,SP,7500.0,Rápida,2026-04
1470,2026-04-05 11:00:00,Placa de Vídeo,Hardware,4500.0,3,131,Belo Horizonte,MG,13500.0,Rápida,2026-04
1471,2026-04-05 13:00:00,Mouse Vertical,Acessórios,240.0,5,134,Porto Alegre,RS,1200.0,Normal,2026-04
1472,2026-04-05 03:00:00,Mouse Vertical,Acessórios,247.19,5,148,Porto Alegre,RS,1235.95,Normal,2026-04
1473,2026-04-05 07:00:00,Placa de Vídeo,Hardware,4500.0,4,113,Rio de Janeiro,RJ,18000.0,Rápida,2026-04
1474,2026-04-05 18:00:00,Cadeira Gamer,Móveis,1200.0,5,125,Belo Horizonte,MG,6000.0,Rápida,2026-04
1475,2026-04-06 07:00:00,Teclado Mecânico,Acessórios,538.16,1,149,Fortaleza,CE,538.16,Normal,2026-04
1476,2026-04-06 05:00:00,Teclado Mecânico,Acessórios,528.81,2,127,Rio de Janeiro,RJ,1057.62,Rápida,2026-04
1477,2026-04-06 16:00:00,SSD 1TB,Hardware,600.0,6,106,Porto Alegre,RS,3600.0,Normal,2026-04
1478,2026-04-06 06:00:00,Headset 7.1,Acessórios,800.0,2,139,Salvador,BA,1600.0,Normal,2026-04
1479,2026-04-06 20:00:00,Cadeira Gamer,Móveis,1200.0,6,140,Salvador,BA,7200.0,Normal,2026-04
1480,2026-04-07 14:00:00,Teclado Mecânico,Acessórios,537.44,1,125,Fortaleza,CE,537.44,Normal,2026-04
1481,2026-04-07 06:00:00,Mouse Vertical,Acessórios,230.09,2,135,Fortaleza,CE,460.18,Normal,2026-04
1482,2026-04-07 01:00:00,Laptop Gamer,Eletrônicos,7500.0,7,109,São Paulo,SP,52500.0,Rápida,2026-04
1483,2026-04-07 21:00:00,Mouse Vertical,Acessórios,237.37,7,139,Curitiba,PR,1661.5900000000001,Normal,2026-04
1484,2026-04-07 09:00:00,Placa de Vídeo,Hardware,4500.0,2,135,Fortaleza,CE,9000.0,Normal,2026-04
1485,2026-04-08 18:00:00,Placa de Vídeo,Hardware,4500.0,5,116,Belo Horizonte,MG,22500.0,Rápida,2026-04
1486,2026-04-08 21:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,147,Rio de Janeiro,RJ,8400.0,Rápida,2026-04
1487,2026-04-08 18:00:00,Teclado Mecânico,Acessórios,519.11,4,137,São Paulo,SP,2076.44,Rápida,2026-04
1488,2026-04-08 11:00:00,Teclado Mecânico,Acessórios,530.81,5,126,Salvador,BA,2654.0499999999997,Normal,2026-04
1489,2026-04-08 20:00:00,Placa de Vídeo,Hardware,4500.0,4,115,São Paulo,SP,18000.0,Rápida,2026-04
1490,2026-04-09 17:00:00,Placa de Vídeo,Hardware,4500.0,7,149,Belo Horizonte,MG,31500.0,Rápida,2026-04
1491,2026-04-09 04:00:00,SSD 1TB,Hardware,600.0,6,138,Fortaleza,CE,3600.0,Normal,2026-04
1492,2026-04-09 01:00:00,Cadeira Gamer,Móveis,1200.0,7,111,Rio de Janeiro,RJ,8400.0,Rápida,2026-04
1493,2026-04-09 09:00:00,Teclado Mecânico,Acessórios,535.7,7,134,Rio de Janeiro,RJ,3749.9000000000005,Rápida,2026-04
1494,2026-04-09 11:00:00,Mouse Vertical,Acessórios,231.01,1,133,Salvador,BA,231.01,Normal,2026-04
1495,2026-04-10 07:00:00,SSD 1TB,Hardware,600.0,1,137,Curitiba,PR,600.0,Normal,2026-04
1496,2026-04-10 01:00:00,Laptop Gamer,Eletrônicos,7500.0,2,142,Curitiba,PR,15000.0,Normal,2026-04
1497,2026-04-10 19:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,141,Rio de Janeiro,RJ,19600.0,Rápida,2026-04
1498,2026-04-10 11:00:00,SSD 1TB,Hardware,600.0,7,138,Fortaleza,CE,4200.0,Normal,2026-04
1499,2026-04-10 12:00:00,Placa de Vídeo,Hardware,4500.0,1,119,Porto Alegre,RS,4500.0,Normal,2026-04
